adult,backdrop_path,budget,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,belongs_to_collection,collection_id,collection_name,genre_names,production_companies_ids,production_companies_number,production_companies_name,production_countries,spoken_languages,homepage
FALSE,/5vZw7ltCKI0JiOYTtRxaIC3DX0e.jpg,103000000,98,tt0172495,en,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",39.389795,/6WBIzCgmDCYrqh64yDREGeDk9d3.jpg,2000-05-01,457640427,155,Released,A Hero Will Rise.,Gladiator,FALSE,8,6757,FALSE,,,Action|Drama|Adventure,33|27|1645|14440|21904|21905|21906,7,Universal Pictures|DreamWorks SKG|Scott Free Productions|Red Wagon Entertainment|Mill Film|C & L|Dawliz,GB|US,en,
FALSE,/bDdVZNvxb670EMlZqeIy6RdyJ4V.jpg,125000000,955,tt0120755,en,Mission: Impossible II,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",33.321805,/eRaEC0vf5q5TSvaoJPwGTt2wa9T.jpg,2000-05-24,546388105,123,Released,Expect the impossible again.,Mission: Impossible II,FALSE,5.9,2358,TRUE,87359,Mission: Impossible Collection,Adventure|Action|Thriller,4|44|51199,3,Paramount|Cruise/Wagner Productions|Munich Film Partners & Company (MFP) MI2 Productions,DE|US,en,http://www.missionimpossible.com/
FALSE,/s7dcAllZEVSrVIVMUVAUmwAxFmn.jpg,19000000,4247,tt0175142,en,Scary Movie,"Following on the heels of popular teen-scream horror movies, with uproarious comedy and biting satire. Marlon and Shawn Wayans, Shannon Elizabeth and Carmen Electra pitch in to skewer some of Hollywood's biggest blockbusters, including Scream, I Know What You Did Last Summer, The Matrix, American Pie and The Blair Witch Project.",32.448758,/bvVmVFBVQLytK1H4TJTFdnhvf4T.jpg,2000-07-07,278019771,88,Released,No mercy. No shame. No sequel.,Scary Movie,FALSE,6,1990,TRUE,4246,Scary Movie Collection,Comedy,10958|1607|1608|7405,4,Brad Grey Pictures|Gold/Miller Productions|Wayans Bros. Entertainment|Dimension Films,US,en,
FALSE,/oBUznaSdjkY3HtQUzAxgdIZqh4w.jpg,9000000,77,tt0209144,en,Memento,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",29.757196,/fQMSaP88cf1nz4qwuNEEFtazuDM.jpg,2000-10-11,39723096,113,Released,Some memories are best forgotten.,Memento,FALSE,8.1,5317,FALSE,,,Mystery|Thriller,491|506|598|34446,4,Summit Entertainment|Newmarket Capital Group|Team Todd|I Remember Productions,US,en,http://www.otnemem.com/
FALSE,/cNLZ7YGRikb4IsLblrzu86ndZPw.jpg,10000000,107,tt0208092,en,Snatch,"The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster.",27.030853,/on9JlbGEccLsYkjeEph2Whm1DIp.jpg,2000-09-01,83557872,103,Released,Stealin' Stones and Breakin' Bones.,Snatch,FALSE,7.7,3484,FALSE,,,Thriller|Crime,3287|13419|5,3,Screen Gems|SKA Films|Columbia Pictures,GB|US,en|ru,
FALSE,/wWzZUuvl17RU7rlPwTsG5y1wgxi.jpg,100000000,11688,tt0120917,en,The Emperor's New Groove,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",25.206734,/klhsrqyhvFaoM6Rwjo9dFPYJQSK.jpg,2000-12-09,169327687,78,Released,It's All About.....ME!,The Emperor's New Groove,FALSE,7.3,2013,TRUE,178117,The Emperor's New Groove Collection,Adventure|Animation|Comedy|Family|Fantasy,2|6125,2,Walt Disney Pictures|Walt Disney Animation Studios,US,en,
FALSE,/zf7L87ZS2cXjaRT5d3ibIUaJvoo.jpg,7000000,1359,tt0144084,en,American Psycho,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",24.991199,/qXsylPM4Lr5397R3eHrfqHhTUNc.jpg,2000-04-13,34266564,102,Released,I think my mask of sanity is about to slip.,American Psycho,FALSE,7.3,2717,TRUE,86105,American Psycho Collection,Thriller|Drama|Crime,15231|35|6455,3,Muse Productions|Lions Gate Films|Edward R. Pressman Film,CA|US,en|es|cn,
FALSE,/yQWiRYbsO0ceVm6EJ7TUaFXbYx1.jpg,110000000,2024,tt0187393,en,The Patriot,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",24.494575,/tgXOraQmKatqrVs2KMgnNn6QpO.jpg,2000-06-28,215294342,165,Released,Some things are worth fighting for.,The Patriot,FALSE,6.9,1384,FALSE,,,Drama|History|War|Action,347|762|9269|5,4,Centropolis Entertainment|Mutual Film Company|Global Entertainment Productions GmbH & Company Medien KG|Columbia Pictures,DE|US,en,
FALSE,/AfXk5IqMZuznjjvEkrQuzQ9A5U6.jpg,92000000,4327,tt0160127,en,Charlie's Angels,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",22.40577,/eBzf9d09Vgq2HSVC4fIZm1QNQd.jpg,2000-11-02,264105545,98,Released,Get Some Action,Charlie's Angels,FALSE,5.5,1565,TRUE,86029,Charlie's Angels Collection,Action|Adventure|Comedy|Crime|Thriller,5,1,Columbia Pictures,US,en|de|fi|ja|cn,
FALSE,/hUCf8nuuSjUwWlOmTVVPXJHl97v.jpg,70000000,3981,tt0207201,en,What Women Want,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.",22.251346,/xiL4PMdL2b5RRdsfEkGmaol2ScW.jpg,2000-12-15,374111707,127,Released,He has the power to hear everything women are thinking. Finally... a man is listening.,What Women Want,FALSE,6.2,1320,FALSE,,,Comedy|Romance,347|4|4564|8116,4,Centropolis Entertainment|Paramount|Icon Entertainment International|Wind Dancer Productions,US,en|fr,
FALSE,/bf70xnDBMgKZs3YrSE1zm25NsBm.jpg,45000000,1493,tt0212346,en,Miss Congeniality,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",21.967158,/mILq93mndRkMRz1MgaKqD3WpR1d.jpg,2000-12-14,212000000,111,Released,Never Mess With An Agent In A Dress.,Miss Congeniality,FALSE,6.2,1254,TRUE,93220,Miss Congeniality Collection,Comedy|Crime|Action,79|97|172|4258,4,Village Roadshow Pictures|Castle Rock Entertainment|NPV Entertainment|Fortis Films,US,en|es|fr|ru,
FALSE,/iMBlLEjC74OQbQ60bubdF27P35K.jpg,55000000,1597,tt0212338,en,Meet the Parents,"Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze.",21.105671,/wVjtQtzv9IcNRGnOOdcK797Sdxx.jpg,2000-10-06,330444045,108,Released,First comes love. Then comes the interrogation.,Meet the Parents,FALSE,6.6,2229,TRUE,51509,Meet the Parents Collection,Comedy|Romance,11391|33|27|41248,4,Tribeca Productions|Universal Pictures|DreamWorks SKG|Nancy Tenenbaum Films,US,en,
FALSE,/yNF5xB9JY7UE5t4DuYntqdNqezc.jpg,45000000,7443,tt0120630,en,Chicken Run,"Having been hopelessly repressed and facing eventual certain death at the British chicken farm where they are held, Rocky the american rooster and Ginger the chicken decide to rebel against the evil Mr. and Mrs. Tweedy, the farm's owners. Rocky and Ginger lead their fellow chickens in a great escape from the murderous farmers and their farm of doom.",20.625879,/z0MafJgUnVyVbczicYMkPKKHkBi.jpg,2000-06-21,224834564,84,Released,This ain't no chick flick. It's poultry in motion.,Chicken Run,FALSE,6.5,1577,FALSE,,,Animation|Comedy|Family,521|27|297|7981,4,DreamWorks Animation|DreamWorks SKG|Aardman Animations|Pathé,GB,en,
FALSE,/xi6Q3gyfxbdVkHIqwyR4bk7b7GM.jpg,123000000,8871,tt0170016,en,How the Grinch Stole Christmas,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch.",20.624073,/vQfgNHbcIWS2j3AAAzLOtPUGVmB.jpg,2000-11-17,345141403,104,Released,He puts the mean in green.,How the Grinch Stole Christmas,FALSE,6.3,2102,FALSE,,,Family|Comedy|Fantasy,33|23,2,Universal Pictures|Imagine Entertainment,DE|US,en,http://www.grinched.com/
FALSE,/ktyIKbX1UHJQkqYOTz9LTcrlhXG.jpg,90000000,9679,tt0187078,en,Gone in Sixty Seconds,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.",20.337065,/nb2TRrlSdgi8wZAxTHdhsN0yMJw.jpg,2000-06-09,237202299,118,Released,"Ice Cold, Hot Wired.",Gone in Sixty Seconds,FALSE,6.1,1752,FALSE,,,Action|Crime|Thriller,130|9195,2,Jerry Bruckheimer Films|Touchstone Pictures,US,en,
FALSE,/AuXC0SsPZaAfddtSMnxSnbEeEjR.jpg,2000000,55,tt0245712,es,Amores perros,Three different people in Mexico City are catapulted into dramatic and unforeseen circumstances in the wake of a terrible car crash: a young punk stumbles into the sinister underground world of dog fighting; an injured supermodel's designer pooch disappears into the apartment's floorboards; and an ex-radical turned hit man rescues a gunshot Rotweiler.,20.144485,/8gEXmIzw1tDnBfOaCFPimkNIkmm.jpg,2000-06-16,20908467,154,Released,Love. Betrayal. Death.,Amores perros,FALSE,7.6,654,FALSE,,,Drama|Thriller,5084|11230,2,Altavista Films|Zeta Film,MX,es,
FALSE,/vfGCgrmvmP4hTEWDRO3uRBcMqlR.jpg,52000000,462,tt0195685,en,Erin Brockovich,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",19.728163,/if90sXZkI4aaxdlhxKejpniT9ff.jpg,2000-03-17,256271286,131,Released,She brought a small town to its feet and a huge corporation to its knees.,Erin Brockovich,FALSE,7.1,949,FALSE,,,Drama,216,1,Jersey Films,US,en|fr,http://www.brockovich.com/movie.html
FALSE,/r6CPXyNjuuqE0HNP4DBX4poQtda.jpg,75000000,9741,tt0217869,en,Unbreakable,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead – and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",19.665598,/pvL37V88plePxFSszCbV3wRHiBm.jpg,2000-11-13,248118121,106,Released,Some things are only revealed by accident.,Unbreakable,FALSE,6.9,2489,FALSE,,,Science Fiction|Thriller|Drama|Action,9195|3683|12236|17032,4,Touchstone Pictures|Limited Edition Productions Inc.|Blinding Edge Pictures|Barry Mendel Productions,US,en,
FALSE,/hSWKeFAkHjksJL3vd0D3VNqbKaC.jpg,51000000,2123,tt0183505,en,"Me, Myself & Irene","Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",19.327701,/y7OG1Y2UvnaEoQEQIonnykJvdwt.jpg,2000-06-22,149270999,116,Released,From gentle to mental.,"Me, Myself & Irene",FALSE,6.1,1204,FALSE,,,Comedy,1156|25,2,Conundrum Entertainment|20th Century Fox,US,en|de,
FALSE,/wGxK2uFowRXdyKcv8Gni7snK3yu.jpg,26000000,134,tt0190590,en,"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.",19.307145,/eIqSzq6j3yuxNmifiUOh6iTpG9N.jpg,2000-08-30,71868327,106,Released,They have a plan...but not a clue.,"O Brother, Where Art Thou?",FALSE,7.3,1381,FALSE,,,Action|Adventure|Comedy,2092|33|5870|9195|10163,5,Mike Zoss Productions|Universal Pictures|Studio Canal|Touchstone Pictures|Working Title Films,FR|GB|US,en,
FALSE,/8KDyyrYWFX2SQV3fKDV0BZKz5dP.jpg,17000000,146,tt0190332,zh,卧虎藏龙,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",18.968142,/zooZQuDBqRpIoDjghEnNoIPFmyc.jpg,2000-10-01,213525736,120,Released,"A timeless story of strength, secrets and two warriors who would never surrender.","Crouching Tiger, Hidden Dragon",FALSE,7.2,1165,TRUE,290973,"Crouching Tiger, Hidden Dragon Collection",Adventure|Drama|Action|Romance,58|2269|2798|10565|12205|20289|20290|20291,8,Sony Pictures Classics|China Film Co-Production Corporation|Columbia Pictures Film Production Asia|Good Machine|EDKO Film|Asia Union Film & Entertainment Ltd.|United China Vision|Zoom Hunt International Productions Company Ltd.,CN|HK|TW|US,zh,
FALSE,/uqseIBb0MH9dXic9RGmGaLvf56q.jpg,40000000,1907,tt0163978,en,The Beach,"Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",18.702382,/4VgPflOJMxlqOYpAqXCm5J6BkYm.jpg,2000-02-11,144056873,119,Released,Somewhere on this planet it must exist.,The Beach,FALSE,6.4,1582,FALSE,,,Drama|Adventure|Romance|Thriller,359,1,Figment Films,GB|US,en|fr|hr|sv|th,
FALSE,/zfucY8mxcrNeopFneyvyERZQah1.jpg,60000000,786,tt0181875,en,Almost Famous,"Almost Famous is an autobiographical inspired film about a 15-year-old who is hired by Rolling Stone magazine to follow and interview a rock band during their tour. A film about growing up, first love, disappointment, and the life of a rock star.",18.433548,/9pNo92j6zSEAUB8pNmcJTkpnkBF.jpg,2000-09-15,47383689,122,Released,Experience it. Enjoy it. Just don't fall for it.,Almost Famous,FALSE,7.4,982,FALSE,,,Drama|Music,5|7293|485,3,Columbia Pictures|DreamWorks Pictures|Vinyl Films,US,en,
FALSE,/ivAC8eZkzKoTf8EWQh7pkFD0AGS.jpg,48000000,1900,tt0181865,en,Traffic,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",18.319905,/9qPLd5hdXIlrAyknVWK38eZyUMo.jpg,2000-12-27,207515725,147,Released,No one gets away clean,Traffic,FALSE,6.9,714,FALSE,,,Thriller|Drama|Crime,987|20634|58333|7380|58334,5,"USA Films|Bedford Falls Company, The|Compulsion Inc.|Initial Entertainment Group (IEG)|Splendid Medien AG",DE|US,es|en,
FALSE,/mUBjXjU43hhy5bHnpHztxSmiK40.jpg,25000000,392,tt0241303,en,Chocolat,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",17.087059,/qVKYduwLJ5HjbeVVYqYPSAhWQqh.jpg,2000-12-14,152500343,121,Released,...and the world is still indulging!,Chocolat,FALSE,6.8,1223,FALSE,,,Comedy|Drama|Romance,65781|14|903,3,Fat Free|Miramax Films|David Brown Productions,GB|US,en|fr,
FALSE,/frbW3kQXhVZPhceuQa1EqwZPXQr.jpg,90000000,8358,tt0162222,en,Cast Away,"Chuck, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia ditches at sea during a terrible storm. He's the only survivor, and he washes up on a tiny island with nothing but some flotsam and jetsam from the aircraft's cargo.",14.383571,/w515BrZvczKIxbHurG6HIiYYrba.jpg,2000-12-22,429632142,143,Released,"At the edge of the world, his journey begins.",Cast Away,FALSE,7.5,4090,FALSE,,,Adventure|Drama,27|4171|11395|25,4,DreamWorks SKG|Playtone|ImageMovers|20th Century Fox,RU|US|FJ|PH,ru|en,
FALSE,/2c5rkSPvdLfB0uzuHUtJiZ1sIC8.jpg,30000000,10637,tt0210945,en,Remember the Titans,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions.",14.210866,/iI12IRzif2VjTkQJRDQw3WyWKdS.jpg,2000-09-29,136706683,113,Released,History is written by the winners.,Remember the Titans,FALSE,7.4,984,FALSE,,,Drama,72823|2|130|72824,4,Technical Black|Walt Disney Pictures|Jerry Bruckheimer Films|Run It Up Productions Inc.,US,en,http://movies.disney.com/remember-the-titans
FALSE,/yc0cEEZ9OO6ydyYmCEfY90Q9jII.jpg,23000000,2787,tt0134847,en,Pitch Black,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",13.0378,/j4iBVA49KDBX4ypfVcZxl1y7CCT.jpg,2000-02-18,53187659,108,Released,Don't be afraid of the dark. Be afraid of what's in the dark,Pitch Black,FALSE,6.7,2080,TRUE,2794,The Chronicles of Riddick Collection,Thriller|Science Fiction|Action,10201,1,Interscope Communications,US,en,http://www.pitchblack.com/
FALSE,/avv35YJ1Qd8OaGjON8Fbp3uqsHV.jpg,127500000,10567,tt0130623,en,Dinosaur,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,12.619462,/jZDp3C5howi40aCeqXDJliodXk9.jpg,2000-05-19,354248063,82,Released,You have never seen anything like this.,Dinosaur,FALSE,6.3,705,FALSE,,,Animation|Family,6125|2,2,Walt Disney Animation Studios|Walt Disney Pictures,US,en,
FALSE,/uxheQvbxDWCVTjv9RuX2PMMMLGZ.jpg,40000000,10647,tt0223897,en,Pay It Forward,"Like some other kids, 12-year-old Trevor McKinney believed in the goodness of human nature. Like many other kids, he was determined to change the world for the better. Unlike most other kids, he succeeded.",12.494448,/l5diVKdxKMUkn4jOAxASbbGtSl1.jpg,2000-10-12,55707411,122,Released,"When someone does you a big favor, don't pay it back... Pay It Forward",Pay It Forward,FALSE,7,576,FALSE,,,Drama|Romance,788|6194,2,Bel Air Entertainment|Warner Bros.,US,en,
FALSE,/pkqsU4ufXilO4ajJSdButxj8xCJ.jpg,23000000,9532,tt0195714,en,Final Destination,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",12.016493,/nW6JfCIWqUpIESlras0nrVy4pCl.jpg,2000-03-17,53302314,98,Released,No accidents. No coincidences. No escapes. You can't cheat death.,Final Destination,FALSE,6.4,1793,TRUE,8864,Final Destination Collection,Horror,48772|12|3169,3,Hard Eight Pictures|New Line Cinema|Zide-Perry Productions,US,en|fr,
FALSE,/2RUohbrXVlWG7O1amjNdGNADECI.jpg,4500000,3176,tt0266308,ja,バトル・ロワイアル,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",11.809135,/4J5hW5wwT20hYSEPfxvfxNLjHcg.jpg,2000-12-16,25000000,114,Released,Could you kill your best friend?,Battle Royale,FALSE,7.3,1209,TRUE,16302,Battle Royale Collection,Drama|Thriller|Adventure,11538|11539|3032|11540|5073|3656,6,AM Associates|Kobi Co.|Nippon Shuppan Hanbai (Nippan) K.K.|MF Pictures|WoWow|GAGA,JP,ja,
FALSE,/17DPnjwKCVZKWwHAtGUt6XeO1MB.jpg,10000000,2046,tt0219699,en,The Gift,"When a local woman disappears and the police can't seem to find any leads, her father turns to a poor young woman with psychic powers. Slowly she starts having visions of the woman chained and in a pond. Her visions lead to the body and the arrest of an abusive husband, but did he really do it?",11.003528,/mC66QbJk1PbUrVMu3kh14adLpQl.jpg,2000-12-22,12008642,111,Released,The only witness to the crime was not even there.,The Gift,FALSE,6.4,360,FALSE,,,Horror|Drama|Thriller|Mystery,126|11462,2,Lakeshore Entertainment|Alphaville Films,US,en,
FALSE,/y97xS60jrTzOmDb2jwB0IP57qig.jpg,90000000,2067,tt0183523,en,Mission to Mars,"When contact is lost with the crew of the first Mars expedition, a rescue mission is launched to discover their fate.",10.856397,/eco5chujn3Mt7HnuMTUIuobPMoX.jpg,2000-03-10,60874615,114,Released,Let There Be Life.,Mission to Mars,FALSE,5.7,461,FALSE,,,Drama|Science Fiction|Adventure,22103|9195|158|3638,4,Red Horizon Productions|Touchstone Pictures|Spyglass Entertainment|The Jacobson Company,US,en,
FALSE,/ht1Sgx744CIYeFgsZTdwwK70HyO.jpg,120000000,2133,tt0177971,en,The Perfect Storm,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats, their gear and the weather are juxtaposed with the sea adventure.",10.818836,/uARMPDyjiENKyUz7JRmQmLCH8L5.jpg,2000-03-15,325756637,130,Released,The storm is coming.,The Perfect Storm,FALSE,6.2,748,FALSE,,,Drama,6194|16061|18990,3,Warner Bros.|Baltimore Spring Creek Productions|Radiant Productions,US,en,
FALSE,/iZOgAvUt6q356da1sfYz1UalNO.jpg,0,3134,tt0249380,fr,Baise-moi,"Manu has lived a difficult life. Abused and violently raped, she sets off to find herself only to meet Nadine, a prostitute who has encountered one too many injustices in the world. Angry at the world, they embark on a twisted, rage-filled road trip. They choose to have sex when they please and kill when they need. Leaving a trail of mischief and dead bodies in their wake. Generating a media blitz and manhunt, soon everyone is out to capture the young fugitives.",10.650921,/sLvsIgWMH9bV1IZnZOzY5dXKUHe.jpg,2000-06-28,940944,77,Released,,Baise-moi,FALSE,4.1,104,FALSE,,,Crime|Drama|Romance|Thriller,1285|5358|5942|7009,4,Toute Premiere Fois|Canal+|Take One Productions|Pan Européenne Productions,FR,fr,http://www.baise-moi.co.uk
FALSE,/wWXpqD4DpYu8YYJXbdhc1xGvkN0.jpg,48000000,1636,tt0230030,en,Bedazzled,"Elliot Richardson, suicidal techno geek, is given seven wishes to turn his life around when he meets up with a very seductive Satan. The catch: his soul. Some of his wishes include a 7 foot basketball star, a rock star, and a hamburger. But, as could be expected, the Devil must put her own little twist on each his fantasies.",10.649038,/bgDOE1eyvi786a8vKV8rDwrAH6U.jpg,2000-10-19,90383208,93,Released,Meet the Devil. She's giving Elliott seven wishes. But not a chance in Hell.,Bedazzled,FALSE,5.7,629,FALSE,,,Fantasy|Comedy|Romance,73949|508|25,3,KirchMedia|Regency Enterprises|20th Century Fox,US,en|ru|es,
FALSE,/4xwwVbTyEqzFdiX2kop1rSTX9dR.jpg,4500000,641,tt0180093,en,Requiem for a Dream,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,10.600956,/muym4jTjdLx7E6as09d1wlC3sOB.jpg,2000-10-27,7390108,102,Released,,Requiem for a Dream,FALSE,7.9,3275,FALSE,,,Crime|Drama,2188,1,Artisan Entertainment,US,en,http://www.requiemforadream.com/
FALSE,/vlnhKUvu335ZM8wSD27MaFHpNu2.jpg,5000000,71,tt0249462,en,Billy Elliot,"Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!",10.463982,/6VaP1H3MOW5jdkWqS5Q1NapCOS6.jpg,2000-05-18,110000000,110,Released,Inside every one of us is a special talent waiting to come out. The trick is finding it.,Billy Elliot,FALSE,7.4,1034,FALSE,,,Drama|Comedy|Music,694|288|686|718|10163|10462,6,StudioCanal|BBC Films|Tiger Aspect Productions|Arts Council of England|Working Title Films|WT2 Productions,FR|GB,en,
FALSE,/qfyYXFmERPiMtkZmMPoF7z5bmml.jpg,0,2332,tt0183869,fr,Taxi 2,A cabdriver and a cop race to Paris to rescue a love interest and the Japanese minister of defense from kidnappers.,10.076992,/bsbllNS0oeKoxKJB0mAKnaeUjkE.jpg,2000-03-24,60726164,82,Released,"Le 29 mars, il passe la seconde.",Taxi 2,FALSE,6,516,TRUE,211721,Taxi Collection,Action|Comedy|Crime,189|356,2,ARP Sélection|TF1 Films Productions,FR,de|fr|ja,
FALSE,/prGcR88VZWi7HsRyTdIJRjmHSgC.jpg,62000000,3536,tt0141926,en,U-571,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.",10.014346,/6zdPIbSF9vxCBZpntNvishPo5ol.jpg,2000-04-20,127666415,116,Released,Heroes are ordinary men who do extraordinary things in extraordinary times.,U-571,FALSE,6.1,414,FALSE,,,Action|Drama|Thriller|War,98728|33|10308,3,Canal Plus Image International|Universal Pictures|Dino De Laurentiis Company,FR|US,en|fr|de|ru,http://www.u-571.com/
FALSE,/51N8GQvpWKOxmq53UdkNRpBtXvg.jpg,25000000,2085,tt0165929,en,Romeo Must Die,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang SIng and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!",9.951564,/4c5YlG72lFWdvCNkTJphc4OGjBX.jpg,2000-03-20,91036760,115,Released,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember.",Romeo Must Die,FALSE,5.9,391,FALSE,,,Action|Crime|Thriller,1885|6194,2,Silver Pictures|Warner Bros.,US,en|zh,
